,Distance to the closest Airport (kms),Distance to the closest Builtup (kms),Distance to the closest roads (kms),Distance to the closest Agricultural area (kms),Distance to the closest Settlement (kms),Distance to the closest Vegetation (kms),Distance to the closest Water (kms),Distance to the closest Forest (kms),Distance to the closest Grassland (kms),Lat,Long,Australia,France,India,Italy,Japan,Philippines,Portugal,Scotland,South Africa,Spain,Thailand,Turkey,Wind speed at 50,Wind speed at 100,Wind speed at 200
1231,47.844887102142856,14.925621319285714,2.100964680642857,1.8988110304285712,3.386361394428572,44.58864696071429,3.4564890724285715,4.118796484928572,19.669511155,33.265231825,129.62483129285712,0,0,0,0,1,0,0,0,0,0,0,0,6.615474285714285,7.136029285714286,7.582885000000001
1281,63.7085510225,29.875084100000002,7.224067141999999,1.052357398675,9.5819188415,67.71492433375,0.7030280425000001,12.6394581025,25.81780700500001,41.24711872125,140.3529583375,0,0,0,0,1,0,0,0,0,0,0,0,9.08631,9.39234,9.41672
1016,25.29439365333333,79.60088549,1.6032378540000003,0.3388472334333334,1.4699731743333333,29.910220383333336,1.3762717309999999,2.1804220203333333,8.651153486666667,34.615528256666664,138.16050313333335,0,0,0,0,1,0,0,0,0,0,0,0,6.1578800000000005,7.024076666666668,7.893446666666668
646,13.51024798555556,10.190446411611113,1.296092022813333,1.2349286846277778,2.0336962816666664,136.8385725111111,0.8441937921944443,1.671158347727778,38.78970610444443,35.46941752611111,132.75807575555555,0,0,0,0,1,0,0,0,0,0,0,0,6.406913888888888,7.2335577777777775,7.8073338888888895
1199,16.49773696125,12.530455848749998,2.253347961125,4.68848888525,1.5240004720749998,18.501033549999995,13.34761946,1.2012576622,3.31709681275,38.87994694125,-9.218490327375,0,0,0,0,0,0,1,0,0,0,0,0,6.230796250000001,6.781952499999999,6.8347162500000005
761,26.98408655,31.59321699,5.902442981399998,1.8968354647999999,4.3968808872,3.341831881,3.5164916116,1.7449798046000002,0.7150008590060001,37.12129089600001,-8.885958185800002,0,0,0,0,0,0,1,0,0,0,0,0,5.719130000000001,6.65296,7.7190439999999985
1143,65.07226953444443,18.350603048333333,1.3019996317000002,0.8974654623777778,2.7911358457777777,16.80958199166667,13.608104680555556,1.96322171775,13.978671632222225,41.00332279333333,-7.870701853277776,0,0,0,0,0,0,1,0,0,0,0,0,5.966978333333333,6.757245555555555,7.4062961111111125
1370,79.32638283833333,12.931889679833336,7.059908673472222,3.2925581196388887,4.783331837138888,35.08663184000001,16.227289711944447,3.399079541833333,13.24438796083333,40.03736578083335,-8.281844293750002,0,0,0,0,0,0,1,0,0,0,0,0,6.84472722222222,7.4792177777777775,7.820099444444443
975,119.56971000714285,14.699749385000002,5.356271310214287,1.9005472566428567,2.2639119662142857,9.82529516,9.366135540428571,1.656636039914286,17.84721977285714,40.44508484071429,-7.357510373642857,0,0,0,0,0,0,1,0,0,0,0,0,6.940955714285713,7.404966428571429,7.535257142857143
911,81.63269710666667,58.431305635,1.7134982671666668,2.079656271,3.6323586361666655,1.0762666194833337,24.337381286666666,0.8330300788833332,5.724142809,39.570786383333335,-8.689078055166666,0,0,0,0,0,0,1,0,0,0,0,0,5.791568333333334,6.690381666666667,7.332126666666666
631,89.13928921874998,10.083121741875,3.3639202110000004,3.4339186271249997,4.3474852684375005,1.06940279435,1.6447564545999998,0.99299529526875,4.136617132437499,55.73973520187501,-4.7840417664375,0,0,0,0,0,0,0,1,0,0,0,0,7.961976875,8.973127499999999,9.973406875
1099,63.120202993529404,17.486900220882355,11.741386080294118,2.2556755858529414,2.2882886080588234,12.891228012352945,16.53087972735294,0.9329253580264708,2.9831711035,55.81016354235293,-2.8400607908235287,0,0,0,0,0,0,0,1,0,0,0,0,7.117286764705881,8.489241764705879,9.795698529411764
594,56.46749865435899,27.15744381102564,8.844008960294872,1.2331542940156413,9.121171640012818,1.957823159940615,5.200158113589743,0.8461537760311026,2.2946392084461538,55.90627231769235,-2.5334428575128194,0,0,0,0,0,0,0,1,0,0,0,0,6.470297820512818,7.82872512820513,9.156927820512816
79,100.9196842875,16.78123601875,1.6742208717500002,0.5666536667250001,1.0695961716,10.003100255,9.071625385125001,2.014035817125,2.217121299375,55.69219695375,-3.932786635125,0,0,0,0,0,0,0,1,0,0,0,0,6.65451125,8.143382500000001,9.636335
319,26.34727694,20.29823947,0.2229653997,7.08691872,5.074006346,4.263816568,1.26225143,1.221776357,2.09910602,-33.75399496,25.67651925,0,0,0,0,0,0,0,0,1,0,0,0,4.87673,5.66165,6.36843
1421,62.905378811904754,67.30733994690476,2.317817863555,1.7742265506119053,3.4688414308738085,14.295103259345234,26.39973619892858,2.1116695915035715,1.6041176377142865,-32.72889817226189,25.91043220809525,0,0,0,0,0,0,0,0,1,0,0,0,6.172525476190473,7.00212380952381,7.7389985714285725
322,134.514093985,7.306391442499999,9.647897962250001,1.07148820427,2.9048725369,7.302423461150001,5.918818723099999,1.6718346928499999,30.3757711165,41.1770571045,0.495079134485,0,0,0,0,0,0,0,0,0,1,0,0,7.321765000000003,8.198634499999999,8.812880499999999
45,60.2483660573913,51.1262746026087,3.0052160484347827,1.285397742552174,11.624357072608696,4.534292896217392,14.362667954347828,0.44560593564782597,0.479136267643913,40.00377290434783,-0.6795749896782609,0,0,0,0,0,0,0,0,0,1,0,0,5.918913043478259,6.6203665217391325,7.134683478260869
260,145.2011233,28.97651048,2.630505782,23.56223414,2.762042832,28.53451176,41.15340667,3.481507944,4.275544828999998,42.16929122,-4.281417814,0,0,0,0,0,0,0,0,0,1,0,0,5.21439,6.31525,7.29983
339,292.77138735405407,13.923582118648648,5.004944012162163,2.074603373189189,6.801874807540539,19.070731626756764,6.980964404756755,1.0332119154945945,1.1261580243486493,43.52337197432432,-7.7330060042432445,0,0,0,0,0,0,0,0,0,1,0,0,7.875932702702705,8.515251351351353,9.20015405405405
628,158.4731274035088,59.24083686473684,3.8857576657894737,2.6384961045228064,4.951202728385964,13.4868158077193,21.932954656666666,9.081977622298245,3.7350063812456136,39.641792655964906,-1.7657357632631576,0,0,0,0,0,0,0,0,0,1,0,0,5.1396680701754365,5.960134385964911,6.769117719298245
1286,57.11257081625,26.76055193625,4.701824463031249,3.1413180224562502,5.2652983005625,11.137621468468748,6.654500217562499,3.0676797705625,1.2390847686209374,36.322790785625,-5.94682495878125,0,0,0,0,0,0,0,0,0,1,0,0,5.722597187500001,6.6583134375,7.620964062499999
1135,289.24932149999995,22.435649732105265,8.504941820543861,0.6525748088684212,10.054337277982457,28.23287965035087,16.40988694736842,0.6899487869157896,1.4030232198210533,43.462828797368424,-7.6040525676315776,0,0,0,0,0,0,0,0,0,1,0,0,7.468483684210527,8.303199999999999,9.051631578947367
253,144.0601135,30.08142777,1.604439544,23.63075687,2.150909606,29.67268249,41.92348124,4.482122147,3.590546277,42.17869879999999,-4.275332381,0,0,0,0,0,0,0,0,0,1,0,0,5.52027,6.5167199999999985,7.353839999999999
272,143.954259,29.78483493,1.346025693,24.47583936,1.403718138,29.46693829,41.2600505,4.87935589,4.376683655,42.18159171,-4.284902625,0,0,0,0,0,0,0,0,0,1,0,0,5.4987900000000005,6.49504,7.413289999999999
1032,86.99637084300754,24.090890025037588,1.8028417268398496,1.412001667532931,12.723815755488724,9.868120812112783,31.671384921804524,1.0608696294814284,1.7212715197390982,42.670185402556385,-3.5627072019097743,0,0,0,0,0,0,0,0,0,1,0,0,5.746538796992478,6.621875639097746,7.543983007518798
397,83.87008543615386,8.304153585384615,3.604792894769232,9.669539907615382,2.1031191031923075,4.256217565153846,4.446849127000001,4.6993753066153845,4.438354865307692,36.60341521307692,-6.096154635923077,0,0,0,0,0,0,0,0,0,1,0,0,4.838986923076923,5.657260769230769,6.422913846153848
282,145.7120551,28.80744649,3.2640287060000004,22.91467434,3.503379308,28.28240809,41.38007402,2.8046201889999995,4.141576894,42.16358427,-4.276553242,0,0,0,0,0,0,0,0,0,1,0,0,5.3806,6.43267,7.36855
971,224.3107569,14.983123127999995,8.15988104016,10.94065140684,12.016619535239995,8.365936103920001,20.671286892,8.483477002999999,7.550461716839999,41.3958514708,-2.4280977806800004,0,0,0,0,0,0,0,0,0,1,0,0,5.682977599999999,6.721857600000001,7.6873208
1212,62.9069559422857,4.304645861200001,8.474124817914287,0.6996658226857144,12.152493918,0.5571481588342858,34.90562813657143,4.106797221742856,1.0427348205885714,37.39001333971428,-2.5641593569142858,0,0,0,0,0,0,0,0,0,1,0,0,4.841648285714284,5.556232285714287,6.206473714285716
437,235.0272602,10.30244391,6.375191717000001,2.389716961,5.408334531,11.39438872,10.04069078,4.7764242260000005,1.65163175,42.55561266,-6.4430783210000016,0,0,0,0,0,0,0,0,0,1,0,0,5.98901,6.3383400000000005,6.69493
458,188.95492395526313,18.46751597618421,5.113378125552635,4.539502324578949,5.255929715749999,1.211064596082895,14.0159590943421,13.15010816,21.764237467894734,41.70093058328945,-1.2772550999736847,0,0,0,0,0,0,0,0,0,1,0,0,6.556111842105263,7.376909210526318,8.184520526315787
